District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Create Date/Time,Latitude,Longitude
LUCKNOW,P01042112241,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,01/04/2021 23:00:00,26.854,81.011
LUCKNOW,P01042112513,C1,PS2,PHONE,Threat In Person,Threatening To Kill,01/04/2021 23:23:00,26.851,81.008
LUCKNOW,P01042112645,C1,PS2,PHONE,Domestic Violence,Insult Of Senior Citizen,01/04/2021 23:36:00,26.849,81.012
LUCKNOW,P02042100461,C1,PS2,PHONE,Corona,Help For Other,02/04/2021 01:53:00,26.854,80.993
LUCKNOW,P02042102907,C1,PS2,PHONE,Domestic Violence,Beating Senior Citizen,02/04/2021 10:16:00,26.865,80.975
LUCKNOW,P02042104496,C1,PS2,PHONE,Domestic Violence,Beat Children By Familymembers,02/04/2021 12:33:00,26.845,80.998
LUCKNOW,P02042106596,C1,PS2,PHONE,Dispute,Dispute In Hospital,02/04/2021 15:37:00,26.851,81.018
LUCKNOW,P02042107818,C1,PS2,PHONE,Dispute,Money Transactions Dispute,02/04/2021 17:26:00,26.852,80.990
LUCKNOW,P02042109136,C1,PS2,PHONE,Dispute,Other Dispute,02/04/2021 19:27:00,26.852,80.990
LUCKNOW,P02042109278,C1,PS2,PHONE,Dispute,Other Dispute,02/04/2021 19:41:00,26.853,81.000
LUCKNOW,P02042109317,C1,PS2,PHONE,Missing,Mobile,02/04/2021 19:44:00,26.844,80.987
LUCKNOW,P02042110615,C1,PS2,PHONE,Dispute,Other Dispute,02/04/2021 21:24:00,26.851,81.008
LUCKNOW,P02042111658,C1,PS2,PHONE,Cyber Crimes,Email Hacking,02/04/2021 22:30:00,26.854,80.983
LUCKNOW,P03042100012,C1,PS2,PHONE,Threat In Person,Threatening To Kill,03/04/2021 00:01:00,26.846,81.004
LUCKNOW,P03042100476,C1,PS2,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,03/04/2021 01:29:00,26.846,81.001
LUCKNOW,P03042104365,C1,PS2,PHONE,Dispute,Money Transactions Dispute,03/04/2021 12:26:00,26.852,80.988
LUCKNOW,P03042104429,C1,PS2,PHONE,Dispute,Money Transactions Dispute,03/04/2021 12:33:00,26.852,80.990
LUCKNOW,P03042104564,C1,PS2,PHONE,Dispute,Money Transactions Dispute,03/04/2021 12:44:00,26.842,80.990
LUCKNOW,P03042105810,C1,PS2,PHONE,Dispute,For Parking,03/04/2021 14:51:00,26.847,81.003
LUCKNOW,P03042107146,C1,PS2,PHONE,Dispute,Money Transactions Dispute,03/04/2021 16:59:00,26.849,80.980
LUCKNOW,P03042107329,C1,PS2,PHONE,Unclaimed Information,Unclaimed Men,03/04/2021 17:18:00,26.852,80.999
LUCKNOW,P03042107645,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,03/04/2021 17:49:00,26.860,80.993
LUCKNOW,P03042108653,C1,PS2,PHONE,Threat In Person,Threatening To Kill,03/04/2021 19:26:00,26.854,81.011
LUCKNOW,P03042109159,C1,PS2,PHONE,Threat In Person,Threatening To Kill,03/04/2021 20:08:00,26.850,81.009
LUCKNOW,P03042109199,C1,PS2,PHONE,Threat In Person,Threatening To Kill,03/04/2021 20:11:00,26.849,81.011
LUCKNOW,P03042109268,C1,PS2,WhatsApp,Threat In Person,Attack,03/04/2021 20:16:00,26.851,81.015
LUCKNOW,P03042109979,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,03/04/2021 21:05:00,26.852,80.992
LUCKNOW,P03042111540,C1,PS2,PHONE,Threat In Person,Attack,03/04/2021 23:20:00,26.856,80.996
LUCKNOW,P04042100392,C1,PS2,PHONE,Corona,Quarantine Violation,04/04/2021 00:56:00,26.842,80.991
LUCKNOW,P04042100432,C1,PS2,PHONE,Threat In Person,Attack,04/04/2021 01:02:00,26.845,80.989
LUCKNOW,P04042101678,C1,PS2,PHONE,Missing,Child,04/04/2021 06:38:00,26.853,80.989
LUCKNOW,P04042103792,C1,PS2,PHONE,Dispute,Other Dispute,04/04/2021 10:10:00,26.848,81.001
LUCKNOW,P04042110741,C1,PS2,PHONE,Unknown,Unknown,04/04/2021 18:51:00,26.844,81.009
LUCKNOW,P04042111319,C1,PS2,PHONE,Dispute,Other Dispute,04/04/2021 19:45:00,26.844,81.009
LUCKNOW,P04042111367,C1,PS2,PHONE,Missing,Mobile,04/04/2021 19:49:00,26.856,80.992
LUCKNOW,P04042111448,C1,PS2,PHONE,Unknown,Unknown,04/04/2021 19:55:00,26.851,80.994
LUCKNOW,P04042111664,C1,PS2,PHONE,Dispute,Money Transactions Dispute,04/04/2021 20:11:00,26.854,81.001
LUCKNOW,P04042112161,C1,PS2,PHONE,Threat In Person,Threatening To Kill,04/04/2021 20:45:00,26.864,80.976
LUCKNOW,P04042112449,C1,PS2,PHONE,Female Harrassment,Indecent Talks,04/04/2021 21:04:00,26.862,80.977
LUCKNOW,P04042112866,C1,PS2,PHONE,Unclaimed Information,Unclaimed Women,04/04/2021 21:28:00,26.847,81.003
LUCKNOW,P04042113071,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,04/04/2021 21:40:00,26.852,80.990
LUCKNOW,P04042113703,C1,PS2,PHONE,Domestic Violence,Beating Senior Citizen,04/04/2021 22:15:00,26.849,80.995
LUCKNOW,P04042114528,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,04/04/2021 23:03:00,26.854,80.991
LUCKNOW,P05042100752,C1,PS2,PHONE,Theft,Other Location,05/04/2021 02:49:00,26.861,80.985
LUCKNOW,P05042101325,C1,PS2,PHONE,Threat In Person,Attack,05/04/2021 07:12:00,26.846,80.985
LUCKNOW,P05042107393,C1,PS2,PHONE,Dispute,Other Dispute,05/04/2021 16:53:00,26.847,80.995
LUCKNOW,P05042107934,C1,PS2,PHONE,Unclaimed Information,Unclaimed Vehicle,05/04/2021 17:41:00,26.853,81.013
LUCKNOW,P05042108062,C1,PS2,PHONE,Suspicious Object Information,Information About Suspicious Object In The Vehicle,05/04/2021 17:51:00,26.851,81.004
LUCKNOW,P05042110310,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Obscene Message / Picture Post Of Women,05/04/2021 21:02:00,26.847,80.993
LUCKNOW,P05042110350,C1,PS2,PHONE,Dispute,With Neighbor,05/04/2021 21:04:00,26.843,80.998
LUCKNOW,P05042110744,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,05/04/2021 21:28:00,26.855,80.991
LUCKNOW,P05042110823,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,05/04/2021 21:33:00,26.846,81.004
LUCKNOW,P05042112192,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,05/04/2021 22:47:00,26.853,80.990
LUCKNOW,P05042112844,C1,PS2,PHONE,Threat In Person,Attack,05/04/2021 23:31:00,26.848,80.996
LUCKNOW,P05042112858,C1,PS2,PHONE,Dispute,Other Dispute,05/04/2021 23:32:00,26.854,81.001
LUCKNOW,P06042100262,C1,PS2,PHONE,Threat In Person,Attack,06/04/2021 00:33:00,26.854,80.990
LUCKNOW,P06042101511,C1,PS2,PHONE,Dispute,Other Dispute,06/04/2021 07:20:00,26.862,80.984
LUCKNOW,P06042102199,C1,PS2,PHONE,Dispute,Other Dispute,06/04/2021 08:45:00,26.849,80.987
LUCKNOW,P06042103256,C1,PS2,PHONE,Unclaimed Information,Unclaimed Men,06/04/2021 10:28:00,26.848,80.994
LUCKNOW,P06042106663,C1,PS2,PHONE,Dispute,Other Dispute,06/04/2021 15:51:00,26.851,81.020
LUCKNOW,P06042106924,C1,PS2,PHONE,Dispute,Other Dispute,06/04/2021 16:19:00,26.845,80.988
LUCKNOW,P06042108193,C1,PS2,PHONE,Dispute,Money Transactions Dispute,06/04/2021 18:21:00,26.857,81.010
LUCKNOW,P06042109766,C1,PS2,PHONE,Dispute,Dispute In Hospital,06/04/2021 20:33:00,26.854,80.992
LUCKNOW,P06042110144,C1,PS2,PHONE,Medium Fire,Farm Forest Agriculture,06/04/2021 20:58:00,25.423,79.008
LUCKNOW,P06042110745,C1,PS2,PHONE,Unknown,Unknown,06/04/2021 21:35:00,26.847,80.993
LUCKNOW,P06042112560,C1,PS2,PHONE,Dispute,With Neighbor,06/04/2021 23:25:00,26.846,80.996
LUCKNOW,P07042100699,C1,PS2,PHONE,Threat In Person,Attack,07/04/2021 02:26:00,26.847,80.999
LUCKNOW,P07042100961,C1,PS2,PHONE,Corona,Help For Other,07/04/2021 05:16:00,26.861,80.994
LUCKNOW,P07042103441,C1,PS2,PHONE,Differently Abled People,Mad /Retarded Person,07/04/2021 10:46:00,26.849,81.014
LUCKNOW,P07042104137,C1,PS2,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,07/04/2021 11:49:00,26.864,80.981
LUCKNOW,P07042104492,C1,PS2,PHONE,Dispute,Dispute Between Ride And Driver,07/04/2021 12:28:00,26.854,80.990
LUCKNOW,P07042105185,C1,PS2,PHONE,Robbery,On Road,07/04/2021 13:36:00,26.858,80.971
LUCKNOW,P07042105309,C1,PS2,PHONE,Threat In Person,Threatening To Kill,07/04/2021 13:49:00,26.852,80.987
LUCKNOW,P07042106007,C1,PS2,PHONE,Dispute,Dispute Between Ride And Driver,07/04/2021 15:06:00,26.849,80.980
LUCKNOW,P07042106569,C1,PS2,PHONE,Dispute,Other Dispute,07/04/2021 16:05:00,26.853,80.974
LUCKNOW,P07042106725,C1,PS2,PHONE,Unclaimed Information,In Private Vehicle,07/04/2021 16:20:00,26.854,80.990
LUCKNOW,P07042106898,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,07/04/2021 16:37:00,26.854,80.986
LUCKNOW,P07042106915,C1,PS2,PHONE,Dispute,Other Dispute,07/04/2021 16:38:00,26.852,80.998
LUCKNOW,P07042107329,C1,PS2,PHONE,Corona,Gathering Playing In Open,07/04/2021 17:23:00,26.854,81.006
LUCKNOW,P07042107802,C1,PS2,PHONE,Unclaimed Information,Unclaimed Men,07/04/2021 18:13:00,26.852,80.990
LUCKNOW,P07042108864,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,07/04/2021 19:53:00,26.852,80.990
LUCKNOW,P07042108895,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,07/04/2021 19:56:00,26.856,80.990
LUCKNOW,P07042109397,C1,PS2,PHONE,Corona,Quarantine Violation,07/04/2021 20:36:00,26.856,81.016
LUCKNOW,P07042109727,C1,PS2,PHONE,Corona,Suspect Found Infected,07/04/2021 21:00:00,26.846,80.998
LUCKNOW,P07042110716,C1,PS2,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,07/04/2021 22:01:00,26.850,80.984
LUCKNOW,P07042110847,C1,PS2,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,07/04/2021 22:10:00,26.850,80.984
LUCKNOW,P07042111450,C1,PS2,PHONE,Threat In Person,Threatening To Kill,07/04/2021 22:43:00,26.852,80.997
LUCKNOW,P07042112289,C1,PS2,PHONE,Child Crime(Sexual Abuse),Teasing On Public Place,07/04/2021 23:34:00,26.851,80.986
LUCKNOW,P08042100184,C1,PS2,PHONE,Dispute,Other Dispute,08/04/2021 00:19:00,26.851,80.986
LUCKNOW,P08042100453,C1,PS2,PHONE,Dispute,Money Transactions Dispute,08/04/2021 00:58:00,26.852,80.990
LUCKNOW,P08042106242,C1,PS2,PHONE,Dispute,Money Transactions Dispute,08/04/2021 15:16:00,26.858,80.974
LUCKNOW,P08042107092,C1,PS2,PHONE,Property Disputes,Boundary Dispute,08/04/2021 16:38:00,26.854,80.986
LUCKNOW,P08042108421,C1,PS2,PHONE,Corona,Quarantine Violation,08/04/2021 18:50:00,26.856,81.000
LUCKNOW,P08042108426,C1,PS2,PHONE,Corona,Quarantine Violation,08/04/2021 18:51:00,26.858,80.996
LUCKNOW,P08042109375,C1,PS2,PHONE,Missing,Women,08/04/2021 20:14:00,26.856,81.001
LUCKNOW,P08042109654,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,08/04/2021 20:31:00,26.851,80.987
LUCKNOW,P08042109993,C1,PS2,PHONE,Threat In Person,Threatening To Kill,08/04/2021 20:52:00,26.846,80.998
LUCKNOW,P08042110231,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,08/04/2021 21:07:00,26.847,80.987
LUCKNOW,P08042110714,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,08/04/2021 21:36:00,26.852,80.982
LUCKNOW,P08042110951,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,08/04/2021 21:48:00,26.857,80.975
LUCKNOW,P08042112419,C1,PS2,PHONE,Threat In Person,Attack,08/04/2021 23:05:00,26.851,81.014
LUCKNOW,P09042102074,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 08:26:00,26.852,80.990
LUCKNOW,P09042102131,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 08:32:00,26.854,80.990
LUCKNOW,P09042102853,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 09:46:00,26.852,80.990
LUCKNOW,P09042102860,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 09:47:00,26.854,80.990
LUCKNOW,P09042103217,C1,PS2,PHONE,Property Disputes,Boundary Dispute,09/04/2021 10:19:00,26.854,80.986
LUCKNOW,P09042104585,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 12:22:00,26.852,80.991
LUCKNOW,P09042104619,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 12:25:00,26.858,81.001
LUCKNOW,P09042104715,C1,PS2,PHONE,Dispute,Money Transactions Dispute,09/04/2021 12:33:00,26.849,80.997
LUCKNOW,P09042105176,C1,PS2,PHONE,Property Disputes,House Capture,09/04/2021 13:11:00,26.854,81.003
LUCKNOW,P09042105467,C1,PS2,PHONE,Kidnap,Women Kidnap,09/04/2021 13:32:00,26.849,80.995
LUCKNOW,P09042106400,C1,PS2,PHONE,Theft,Residential Building,09/04/2021 15:01:00,26.860,80.986
LUCKNOW,P09042106539,C1,PS2,PHONE,Dispute,Money Transactions Dispute,09/04/2021 15:14:00,26.853,80.990
LUCKNOW,P09042106865,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,09/04/2021 15:45:00,26.848,81.008
LUCKNOW,P09042107026,C1,PS2,PHONE,Dispute,With Neighbor,09/04/2021 16:03:00,26.854,81.001
LUCKNOW,P09042107084,C1,PS2,PHONE,Dispute,Money Transactions Dispute,09/04/2021 16:09:00,26.852,81.020
LUCKNOW,P09042108547,C1,PS2,PHONE,Robbery,Other Campus,09/04/2021 18:26:00,26.861,80.985
LUCKNOW,P09042108828,C1,PS2,PHONE,Missing,Grp- Person Accident By Train ,09/04/2021 18:51:00,26.858,80.990
LUCKNOW,P09042109565,C1,PS2,PHONE,Theft,Two Wheeler Vehicle,09/04/2021 19:58:00,26.858,80.990
LUCKNOW,P09042110137,C1,PS2,PHONE,Threat In Person,Attack,09/04/2021 20:40:00,26.846,81.011
LUCKNOW,P09042113316,C1,PS2,PHONE,Female Sexual Harrassment,Teasing In Building Or Premise,09/04/2021 23:54:00,26.849,80.987
LUCKNOW,P10042100278,C1,PS2,PHONE,Dispute,Money Transactions Dispute,10/04/2021 00:31:00,26.847,81.013
LUCKNOW,P10042100559,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,10/04/2021 01:20:00,26.849,81.006
LUCKNOW,P10042100804,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,10/04/2021 03:05:00,26.847,81.003
LUCKNOW,P10042102416,C1,PS2,PHONE,Dispute,Money Transactions Dispute,10/04/2021 09:12:00,26.851,81.006
LUCKNOW,P10042103060,C1,PS2,PHONE,Unknown,Unknown,10/04/2021 10:11:00,26.848,80.980
LUCKNOW,P10042103195,C1,PS2,PHONE,Dispute,Money Transactions Dispute,10/04/2021 10:25:00,26.856,80.983
LUCKNOW,P10042104349,C1,PS2,PHONE,Threat In Person,Attack,10/04/2021 12:05:00,26.851,81.020
LUCKNOW,P10042104449,C1,PS2,PHONE,Medium Fire,Farm Forest Agriculture,10/04/2021 12:12:00,26.857,81.014
LUCKNOW,P10042104507,C1,PS2,PHONE,Property Disputes,House Capture,10/04/2021 12:17:00,26.858,80.997
LUCKNOW,P10042104659,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,10/04/2021 12:28:00,26.852,80.990
LUCKNOW,P10042105975,C1,PS2,PHONE,Theft,Other Location,10/04/2021 14:16:00,26.849,81.006
LUCKNOW,P10042106050,C1,PS2,PHONE,Threat In Person,Attack,10/04/2021 14:23:00,26.853,80.990
LUCKNOW,P10042106907,C1,PS2,PHONE,Theft,Two Wheeler Vehicle,10/04/2021 15:33:00,26.857,80.994
LUCKNOW,P10042107178,C1,PS2,PHONE,Dispute,Money Transactions Dispute,10/04/2021 15:56:00,26.844,80.996
LUCKNOW,P10042108319,C1,PS2,PHONE,Dispute,Other Dispute,10/04/2021 17:38:00,26.857,81.014
LUCKNOW,P10042108607,C1,PS2,PHONE,Corona,Suspect Found Infected,10/04/2021 18:06:00,26.852,81.019
LUCKNOW,P10042108899,C1,PS2,PHONE,Dispute,Other Dispute,10/04/2021 18:34:00,26.849,80.990
LUCKNOW,P10042108960,C1,PS2,PHONE,Threat In Person,Attack,10/04/2021 18:38:00,26.858,80.989
LUCKNOW,P10042109669,C1,PS2,PHONE,Corona,Help For Other,10/04/2021 19:41:00,26.848,80.992
LUCKNOW,P10042111313,C1,PS2,PHONE,Female Sexual Harrassment,Teasing On Public Place,10/04/2021 21:32:00,26.845,80.997
LUCKNOW,P10042111817,C1,PS2,PHONE,Unknown,Unknown,10/04/2021 21:58:00,26.853,80.989
LUCKNOW,P11042100195,C1,PS2,PHONE,Threat In Person,Attack,11/04/2021 00:22:00,26.852,80.988
LUCKNOW,P11042100345,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,11/04/2021 00:40:00,26.857,80.974
LUCKNOW,P11042100770,C1,PS2,PHONE,Female Sexual Harrassment,Teasing In Building Or Premise,11/04/2021 02:34:00,26.846,81.011
LUCKNOW,P11042101454,C1,PS2,PHONE,Dispute,Dispute In Hospital,11/04/2021 07:14:00,26.849,80.996
LUCKNOW,P11042101749,C1,PS2,PHONE,Pollution,Sound Pollution,11/04/2021 07:56:00,26.861,80.992
LUCKNOW,P11042103901,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Women,11/04/2021 11:16:00,26.852,80.994
LUCKNOW,P11042105373,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,11/04/2021 13:08:00,26.852,80.999
LUCKNOW,P11042105391,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,11/04/2021 13:09:00,26.855,81.003
LUCKNOW,P11042105421,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,11/04/2021 13:12:00,26.856,81.005
LUCKNOW,P11042107693,C1,PS2,PHONE,Theft,Four Wheeler Vehicle,11/04/2021 16:06:00,26.850,80.984
LUCKNOW,P11042107766,C1,PS2,PHONE,Female Sexual Harrassment,Teasing On Public Place,11/04/2021 16:15:00,26.853,81.000
LUCKNOW,P11042107926,C1,PS2,PHONE,Dispute,Money Transactions Dispute,11/04/2021 16:28:00,26.846,80.996
LUCKNOW,P11042108687,C1,PS2,PHONE,Dispute,Other Dispute,11/04/2021 17:39:00,26.854,80.992
LUCKNOW,P11042108844,C1,PS2,PHONE,Threat In Person,Threatening To Kill,11/04/2021 17:54:00,26.864,80.981
LUCKNOW,P11042108903,C1,PS2,PHONE,Corona,Help For Other,11/04/2021 17:58:00,26.851,81.013
LUCKNOW,P11042108998,C1,PS2,PHONE,Dispute,Dispute In Hospital,11/04/2021 18:07:00,26.849,80.995
LUCKNOW,P11042109264,C1,PS2,PHONE,Corona,Help For Other,11/04/2021 18:27:00,26.850,81.013
LUCKNOW,P11042109352,C1,PS2,PHONE,Information Against Police,Prv Has Taken Money From The Caller,11/04/2021 18:36:00,26.849,80.997
LUCKNOW,P11042109365,C1,PS2,PHONE,Corona,No Proper Medical Support From Hospital Doctor,11/04/2021 18:37:00,26.853,80.998
LUCKNOW,P11042109417,C1,PS2,PHONE,Information Against Police,Prv Has Taken Money From The Caller,11/04/2021 18:41:00,26.853,80.999
LUCKNOW,P11042109725,C1,PS2,PHONE,Information Against Police,Prv Has Taken Money From The Caller,11/04/2021 19:10:00,26.852,80.990
LUCKNOW,P11042109757,C1,PS2,PHONE,Property Disputes,Boundary Dispute,11/04/2021 19:12:00,26.852,80.990
LUCKNOW,P11042110144,C1,PS2,PHONE,Property Disputes,Boundary Dispute,11/04/2021 19:50:00,26.853,80.988
LUCKNOW,P11042110162,C1,PS2,PHONE,Information Against Police,Prv Has Taken Money From The Caller,11/04/2021 19:52:00,26.852,80.990
LUCKNOW,P11042110265,C1,PS2,PHONE,Accident,Hit And Run,11/04/2021 20:00:00,26.847,80.987
LUCKNOW,P11042110344,C1,PS2,PHONE,Dispute,With Neighbor,11/04/2021 20:06:00,26.852,80.990
LUCKNOW,P11042111613,C1,PS2,TWITTER,Corona,Help For Other,11/04/2021 21:23:00,26.854,81.001
LUCKNOW,P11042111797,C1,PS2,PHONE,Unclaimed Information,Unclaimed Women,11/04/2021 21:32:00,26.858,80.984
LUCKNOW,P11042112280,C1,PS2,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,11/04/2021 21:57:00,26.861,80.985
LUCKNOW,P11042112344,C1,PS2,PHONE,Dispute,Other Dispute,11/04/2021 22:01:00,26.852,80.999
LUCKNOW,P12042100289,C1,PS2,PHONE,Dispute,Dispute In Hospital,12/04/2021 00:28:00,26.849,80.996
LUCKNOW,P12042100537,C1,PS2,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,12/04/2021 01:01:00,26.851,81.008
LUCKNOW,P12042100891,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,12/04/2021 02:37:00,26.853,80.990
LUCKNOW,P12042100916,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,12/04/2021 02:45:00,26.854,80.990
LUCKNOW,P12042100961,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,12/04/2021 03:11:00,26.853,80.989
LUCKNOW,P12042102343,C1,PS2,PHONE,Attempted Murder,Sharp Weapons,12/04/2021 08:41:00,26.849,80.993
LUCKNOW,P12042102944,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,12/04/2021 09:35:00,26.853,80.990
LUCKNOW,P12042102983,C1,PS2,TWITTER,Unknown,Unknown,12/04/2021 09:40:00,26.851,80.994
LUCKNOW,P12042105837,C1,PS2,PHONE,Corona,Suspect Found Infected,12/04/2021 13:38:00,26.861,80.986
LUCKNOW,P12042105863,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,12/04/2021 13:40:00,26.864,80.981
LUCKNOW,P12042105881,C1,PS2,TWITTER,Corona,Public Gathering,12/04/2021 13:41:00,26.848,80.987
LUCKNOW,P12042105978,C1,PS2,PHONE,Female Sexual Harrassment,Teasing On Public Place,12/04/2021 13:50:00,26.858,80.984
LUCKNOW,P12042106263,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,12/04/2021 14:16:00,26.849,80.996
LUCKNOW,P12042106563,C1,PS2,PHONE,Dispute,Money Transactions Dispute,12/04/2021 14:43:00,26.857,80.974
LUCKNOW,P12042107421,C1,PS2,PHONE,Information Against Police,Prv Has Taken Money From The Vehicle,12/04/2021 15:56:00,26.852,80.989
LUCKNOW,P12042108893,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,12/04/2021 18:12:00,26.852,80.990
LUCKNOW,P12042109781,C1,PS2,PHONE,Robbery,On Road,12/04/2021 19:31:00,26.848,81.018
LUCKNOW,P12042111835,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/04/2021 21:43:00,26.858,81.001
LUCKNOW,P12042112124,C1,PS2,PHONE,Kidnap,Child Kidnap,12/04/2021 21:56:00,26.850,81.010
LUCKNOW,P12042112157,C1,PS2,PHONE,Missing,Women,12/04/2021 21:57:00,26.849,81.015
LUCKNOW,P12042112385,C1,PS2,PHONE,Corona,Help For Other,12/04/2021 22:08:00,26.860,81.003
LUCKNOW,P12042112624,C1,PS2,PHONE,Corona,Gathering Open Walk In Group,12/04/2021 22:20:00,26.849,81.014
LUCKNOW,P12042113660,C1,PS2,PHONE,Threat In Person,Threatening To Kill,12/04/2021 23:18:00,26.854,80.994
LUCKNOW,P12042113671,C1,PS2,PHONE,Threat In Person,Threatening To Kill,12/04/2021 23:18:00,26.856,81.005
LUCKNOW,P13042102149,C1,PS2,PHONE,Theft,Four Wheeler Vehicle,13/04/2021 08:23:00,26.846,80.994
LUCKNOW,P13042104044,C1,PS2,PHONE,Threat In Person,Attack,13/04/2021 11:12:00,26.864,80.981
LUCKNOW,P13042104447,C1,PS2,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,13/04/2021 11:45:00,26.854,81.011
LUCKNOW,P13042104647,C1,PS2,PHONE,Female Harrassment,Misbehaviour With Child By Outsider,13/04/2021 12:01:00,26.858,81.001
LUCKNOW,P13042106245,C1,PS2,PHONE,Cyber Crimes,Offensive/Obscene Material Post On Social Site,13/04/2021 13:56:00,26.859,80.986
LUCKNOW,P13042106829,C1,PS2,PHONE,Theft,Other Location,13/04/2021 14:39:00,26.853,80.998
LUCKNOW,P13042106889,C1,PS2,PHONE,Dispute,Money Transactions Dispute,13/04/2021 14:42:00,26.846,81.005
LUCKNOW,P13042107648,C1,PS2,PHONE,Missing,Grp- Person Accident By Train ,13/04/2021 15:40:00,26.858,80.989
LUCKNOW,P13042108920,C1,PS2,PHONE,Dispute,Money Transactions Dispute,13/04/2021 17:25:00,26.854,80.993
LUCKNOW,P13042109654,C1,PS2,PHONE,Missing,Aadhar Card,13/04/2021 18:31:00,26.859,81.006
LUCKNOW,P13042111354,C1,PS2,PHONE,Dispute,Dispute Between Ride And Driver,13/04/2021 20:46:00,26.852,80.972
LUCKNOW,P13042114400,C1,PS2,PHONE,Corona,Help For Other,13/04/2021 23:43:00,26.852,80.990
LUCKNOW,P13042114536,C1,PS2,PHONE,Corona,Suspect Found Infected,13/04/2021 23:56:00,26.864,80.981
LUCKNOW,P14042100042,C1,PS2,PHONE,Corona,Help For Other,14/04/2021 00:04:00,26.847,81.012
LUCKNOW,P14042101099,C1,PS2,PHONE,Unknown,Unknown,14/04/2021 04:55:00,26.858,80.989
LUCKNOW,P14042102899,C1,PS2,PHONE,Corona,Suspect Found Infected,14/04/2021 09:29:00,26.857,81.008
LUCKNOW,P14042103259,C1,PS2,TWITTER,Corona,No Proper Medical Support From Hospital Doctor,14/04/2021 10:01:00,26.852,81.002
LUCKNOW,P14042105820,C1,PS2,PHONE,Dispute,Dispute In Hospital,14/04/2021 13:36:00,26.851,81.005
LUCKNOW,P14042106515,C1,PS2,TWITTER,Corona,No Proper Medical Support From Hospital Doctor,14/04/2021 14:37:00,26.861,80.986
LUCKNOW,P14042107027,C1,PS2,PHONE,Dispute,Dispute In Hospital,14/04/2021 15:30:00,26.852,80.997
LUCKNOW,P14042109927,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,14/04/2021 20:04:00,26.842,80.997
LUCKNOW,P14042113504,C1,PS2,PHONE,Missing,Aadhar Card,14/04/2021 23:15:00,26.852,80.990
